,time,magnitude
2483,220.658173,193.118006
2484,220.720737,193.17025875000002
2485,220.84565700000002,193.27504550000003
2486,220.93911200000002,193.35691975000003
2487,221.05161700000002,193.46167575
2488,221.16100200000002,193.53504275
2489,221.239393,193.62517775
2490,221.47343500000002,193.76545600000003
2491,221.59839100000002,193.85930275
2492,221.676837,193.9102555
2493,221.75490100000002,194.07817275000002
2494,221.786132,194.11714650000002
2495,221.92671,194.25002175000003
2496,222.067134,194.33584525
2497,222.16103800000002,194.41402775
2498,222.22325500000002,194.53887375
2499,222.348499,194.67162825000003
2500,222.41111500000002,194.73426175000003
2501,222.426665,194.7693695
2502,222.50460800000002,194.831846
2503,222.614056,194.941174
2504,222.614056,194.98413225000002
2505,222.70751900000002,195.10117725000003
2506,222.81682400000003,195.18715575000002
2507,222.941834,195.2887075
2508,222.957717,195.30447974999998
2509,223.01994800000003,195.37546575000002
2510,223.20773100000002,195.50457025000003
2511,223.223011,195.54727325
2512,223.332702,195.64123850000001
2513,223.41047300000002,195.69585325000003
2514,223.664355,195.87812250000002
2515,223.75808,195.94462925
2516,223.86776700000001,196.04249850000002
2517,223.97678200000001,196.1048475
2518,224.05520600000003,196.17904575
2519,224.12123400000002,196.31078325000001
2520,224.183318,196.3691005
2521,224.261647,196.48255
2522,224.30859,196.52006475000002
2523,224.370763,196.57849825
2524,224.433556,196.63325700000001
2525,224.573881,196.73864774999998
2526,224.63636100000002,196.78942500000002
2527,224.667898,196.81684225
2528,224.749503,196.909363
2529,224.82762000000002,196.95623375000002
2530,224.952591,197.08124675
2531,224.96851800000002,197.13220425000003
2532,225.07137600000001,197.20700575
2533,225.165149,197.27340700000002
2534,225.227913,197.33605125000003
2535,225.30600800000002,197.43370600000003
2536,225.352796,197.49217725
2537,225.559841,197.6660225
2538,225.575419,197.70113675000002
2539,225.653588,197.78708075000003
2540,225.731355,197.85714125
2541,225.77847000000003,197.92755025000002
2542,225.88784600000002,198.02919075000003
2543,226.05973,198.1386165
2544,226.090604,198.1852545
2545,226.12188300000003,198.224309
2546,226.215617,198.30242650000002
2547,226.34086100000002,198.39238
2548,226.403502,198.45884625000002
2549,226.55966500000002,198.56822775
2550,226.62215600000002,198.67356475000003
2551,226.715841,198.74778675000002
2552,226.79396200000002,198.8463805
2553,226.90296400000003,198.932164
2554,227.02819100000002,199.041626
2555,227.09065500000003,199.09673500000002
2556,227.16884800000003,199.18309475
2557,227.309393,199.31192275
2558,227.403152,199.37840575
2559,227.48095,199.44472425
2560,227.574676,199.534425
2561,227.66872400000003,199.62065
2562,227.762436,199.68303325
2563,227.887089,199.757077
2564,227.918639,199.79625625
2565,228.027881,199.90173575
2566,228.043494,199.94550650000002
2567,228.09055400000003,200.00110775000002
2568,228.250731,200.10073475000002
2569,228.37569900000003,200.20214775
2570,228.53366400000002,200.30069400000002
2571,228.58085300000002,200.35951575
2572,228.62777300000002,200.40236400000003
2573,228.736407,200.50752325000002
2574,228.92632200000003,200.63754525000002
2575,229.02041300000002,200.74502750000002
2576,229.254739,200.88952525000002
2577,229.45282200000003,201.02371575
2578,229.52654800000002,201.09191900000002
2579,229.68281100000002,201.201207
2580,229.870258,201.31046825
2581,230.026742,201.443463
2582,230.026742,201.45132900000002
2583,230.12020500000003,201.5643885
2584,230.167401,201.60360150000002
2585,230.283454,201.6733235
2586,230.31503,201.696933
2587,230.330376,201.75928125000002
2588,230.42446700000002,201.88442600000002
2589,230.58058000000003,201.98983950000002
2590,230.705598,202.08757025
2591,230.87711000000002,202.188941
2592,231.01766700000002,202.31394600000002
2593,231.08051600000002,202.37267425000002
2594,231.33013100000002,202.53258200000002
2595,231.36165000000003,202.57964250000003
2596,231.53317,202.692637
2597,231.626898,202.8098205
2598,231.705083,202.87235425
2599,231.783419,202.97401175
2600,232.11160400000003,203.17329725000002
2601,232.22089200000002,203.24348700000002
2602,232.283327,203.34500300000002
2603,232.32989400000002,203.39571800000002
2604,232.376719,203.45425125000003
2605,232.517682,203.54027675000003
2606,232.54855600000002,203.60266025
2607,232.579835,203.661266
2608,232.65821200000002,203.71603500000003
2609,232.767297,203.8291685
2610,232.84566,203.91522625
2611,232.939526,203.97771825
2612,232.955067,204.026412
2613,233.01756300000002,204.06150200000002
2614,233.04847700000002,204.11225125
2615,233.204689,204.20583525
2616,233.267176,204.29582075000002
2617,233.283024,204.32318475
2618,233.31422400000002,204.35831175
2619,233.32994100000002,204.38568975
2620,233.37682500000003,204.43265175000002
2621,233.50183,204.53811525000003
2622,233.54869000000002,204.5966075
2623,233.626698,204.6589695
2624,233.67332800000003,204.729307
2625,233.82954700000002,204.90002850000002
2626,233.89202400000002,204.94646900000004
2627,233.95451000000003,205.00511300000002
2628,234.00163,205.04032475000002
2629,234.01699900000003,205.09084000000001
2630,234.01699900000003,205.12215625000002
2631,234.41535000000002,205.34867725000004
2632,234.50906400000002,205.41510700000003
2633,234.571535,205.520554
2634,234.634012,205.575497
2635,234.69656600000002,205.64348625000002
2636,234.868423,205.76853825
2637,235.16530300000002,206.00671525
2638,235.22738700000002,206.08920750000001
2639,235.358643,206.21732400000002
2640,235.42114400000003,206.27984775000002
2641,235.51459300000002,206.36550425000001
2642,235.655503,206.47885275000002
2643,235.67076500000002,206.52170025
2644,235.780492,206.588327
2645,235.93673800000002,206.69502750000004
2646,236.03142100000002,206.77647125000001
2647,236.131434,206.83810300000002
2648,236.22532900000002,206.9163565
2649,236.30359700000002,206.96330150000003
2650,236.350186,207.02167225
2651,236.41299700000002,207.06879125
2652,236.428559,207.09992025000003
2653,236.647352,207.22493
2654,236.709799,207.303076
2655,236.83443300000002,207.39273025
2656,236.928129,207.45124475
2657,237.021856,207.52935125000002
2658,237.09996800000002,207.6270475
2659,237.17806900000002,207.752027
2660,237.25636500000002,207.80289900000002
2661,237.584225,207.97864875
2662,237.64671,208.05282350000002
2663,237.724816,208.1425695
2664,237.89665100000002,208.27151775000002
2665,238.13097100000002,208.423766
2666,238.209109,208.4824565
2667,238.27156300000001,208.54483050000002
2668,238.35009100000002,208.61134
2669,238.47494600000002,208.74413950000002
2670,238.537493,208.7871215
2671,238.70924200000002,208.91594525000002
2672,238.86550400000002,208.99798925000002
2673,238.974566,209.11103300000002
2674,239.03701,209.15006575
2675,239.130737,209.2243355
2676,239.224465,209.29170900000003
2677,239.41192,209.43997175
2678,239.49005100000002,209.48298950000003
2679,239.72438100000002,209.65908950000002
2680,239.82175400000003,209.75075125
2681,240.02516400000002,209.88370375
2682,240.118567,209.961657
2683,240.13416700000002,209.97725825000003
2684,240.27508500000002,210.10642975000002
2685,240.399706,210.17659150000003
2686,240.587162,210.3170685
2687,240.63432100000003,210.37972525000004
2688,240.77500700000002,210.48575850000003
2689,240.79024,210.54227250000002
2690,240.93307800000002,210.63329775000003
2691,240.97991800000003,210.70770000000002
2692,241.167413,210.81317975000002
2693,241.245789,210.87969750000002
2694,241.277038,210.93076575
2695,241.498129,211.072928
2696,241.52937500000002,211.1197305
2697,241.795295,211.26056875
2698,241.91995300000002,211.35023975000001
2699,241.97163700000002,211.399586
2700,242.01824200000001,211.46974275000002
2701,242.165962,211.56308425000003
2702,242.18684100000002,211.60198975000003
2703,242.28088200000002,211.66863525000002
2704,242.42131200000003,211.77785600000004
2705,242.43708700000002,211.79009425
2706,242.483654,211.89011425
2707,242.530933,211.92946975
2708,242.562112,211.98792325
2709,242.63991900000002,212.06595800000002
2710,242.781211,212.2031215
2711,242.82777000000002,212.27790425
2712,242.92188800000002,212.37956175000002
2713,243.09353000000002,212.46920425000002
